There were varying degrees of Romanization throughout Roman Dacia.	Havia vários graus de romanização na Dácia Romana.
The 1.05-metre (3.44 ft) tall Faith, to the right of Charity, is holding a Eucharistic chalice; the 1.07-metre (3.51 ft) tall Charity is holding a cornucopia and a brazier (or flaming vase); and the 1.06-metre (3.48 ft) tall Hope, to the left of Charity, has hands clasped in prayer.	A Fé, com 1,05 metros (3,44 pés) de altura, à direita da Caridade, segura um cálice eucarístico; a Caridade, com 1,07 metros (3,51 pés) de altura, segura uma cornucópia e um braseiro (ou vaso flamejante); e a Esperança, com 1,06 metros (3,48 pés) de altura, à esquerda da Caridade, tem as mãos juntas em oração.
The central figure of Charity is the most antique, assimilating elements of Classical depictions of Abundantia, Ceres, and Juno, all of which were depicted with cornucopias in their left hands.	A figura central, a Caridade, é a mais antiga, assimilando elementos de representações clássicas de Abundantia, Ceres e Juno, todas representadas com cornucópias na mão esquerda.
Besides underscoring the antiquity of the tomb monument, the main purpose of the tall yet poorly finished Virtues is to put additional vertical distance between the viewer and the effigy, which has the cumulative effect of de-emphasizing the peculiarities of Cossa, in favor of a generic pontiff (i.e. a potential line of Florentine popes), by blunting the "immediacy" of the trope of lying in state, which was otherwise dominant on Quattrocento wall tombs.	Para além de destacar a antiguidade do monumento funerário, a finalidade principal das Virtudes, que eram altas, mas com fracos acabamentos, é aplicar uma distância vertical adicional entre o observador e a efígie, o que tem o efeito cumulativo de retirar relevo às peculiaridades de Cossa, em favor de um pontífice genérico (ou seja, uma linha potencial de papas florentinos), ao reduzir a "urgência" do tropo no velório, o qual era, senão, dominante nos túmulos de parede do Quattrocento.
On top of the sarcophagus, the bier of the effigy is supported by lions whose shape mimics Trecento consoles.	Sobre o sarcófago, o ataúde da efígie é apoiado por leões, cuja forma imita as consolas do Trecento.
The lions may be based on the Florentine Marzocco, as if to mark John XXIII in the same manner as a conquered city-state.	Os leões podem basear-se no Marzocco de Florença, como que para marcar João XXIII da mesma forma que uma cidade-estado conquistada.
As Donatello's Marzocco for the papal apartment in Santa Maria Novella conveyed Florence's ambivalence towards Martin V (as both a source of prestige by visiting, and a potential adversary of the Republic), the lions supporting the bier contextualize the tomb monument's support for John XXIII's claim to the papacy by cementing it as a Florentine claim.	Tal como o Marzocco de Donatello, para o apartamento papal em Santa Maria Novella, transmitiu a ambivalência de Florença em relação a Martinho V (enquanto fonte de prestígio ao visitar e adversário potencial da República), os leões que apoiavam o ataúde contextualizam o apoio do monumento funerário com a pretensão de João XXIII ao papado, ao cimentá-la como uma pretensão florentina.
Yet, any iconographical interpretation of the lions must be taken with a grain of salt as lions are symbolically promiscuous, and are also seen as supports on earlier tombs, such as that of Lapo de' Bardi (d. 1342) in the Bargello.	No entanto, qualquer interpretação iconográfica dos leões tem de ser considerada com cautela, uma vez que os leões eram simbolicamente promíscuos e também foram vistos como suporte em túmulos anteriores, tais como o de Lapo de' Bardi (d. 1342) no Bargello.
The bier and the pall spread over it are tilted towards the viewer with the lion supporting the head standing 2-centimetre (1 in) shorter, increasing the visibility of the effigy, especially the head.	O ataúde e o pano colocado sobre ele estão inclinados para o observador, com um leão que apoia o suporte da cabeça, 2 cm (1 pol.) mais baixo, aumentando a visibilidade da efígie, especialmente a cabeça.
The gilded-bronze, life-size effigy itself makes no attempt to argue for Cossa's papal status, dressing Cossa clearly in the costume of a cardinal; the bedding it rests on is of un-gilt bronze.	A efígie em si, em bronze dourado e em tamanho real, não tenta discutir o estatuto papal de Cossa, vestindo Cossa claramente com o traje de um cardinal; a roupa de cama na qual repousa é feita de bronze dourado.
The opening in the 16th century of the sarcophagus confirmed that Cossa's actual burial clothes matched the effigy.	A abertura do sarcófago, no século XVI, confirmou que as roupas sepulcrais de Cossa correspondiam, realmente, à efígie.
There was no precedent for a three-dimensional gilded-bronze effigy on an Italian tomb monument; there was, however, a 6-foot (1.83 m) gilt bronze statue on the balcony of the Palazzo della Briada in Bologna commissioned by Pope Boniface VIII.	Não haviam precedentes de uma efígie em bronze dourado tridimensional em monumentos funerários italianos; existia, no entanto, uma estátua em bronze dourado, com 6 pés (1,83 m), na varanda do Palazzo della Briada, em Bolonha, encomendada pelo Papa Bonifácio VIII.
Chief Wiggum pulls Troy McClure over for dangerous driving.	O chefe Wiggum pede a Troy McClure para encostar por condução perigosa.
Not wishing to be required to wear his glasses while driving, Troy goes to the DMV to get his license changed to remove the requirement.	Enquanto deseja que não o obriguem a utilizar óculos enquanto conduz, Troy dirige-se ao DMV com o objetivo de mudar a sua carta de condução para remover o requisito.
He offers to take DMV employee Selma Bouvier to dinner if she lets him pass the eye test, to which she agrees.	Ele oferece-se para levar a funcionária do DMV, Selma Bouvier, a jantar se ela lhe deixar passar no teste de visão, com o que ela concorda.
After dinner, photographers notice Troy leaving with Selma and the story hits the news.	Depois de jantar, fotógrafos reparam que Troy sai com Selma, e a história é divulgada nas notícias.
The next day, Troy's agent, MacArthur Parker, calls and says that he can get work again if he continues seeing Selma.	No dia seguinte, o agente de Troy, MacArthur Parker, contacta-o e diz-lhe que pode voltar a trabalhar se continuar a ver Selma.
Troy continues to date her and his career begins to recover.	Troy continua a sair com Selma e a sua carreira começa a recuperar.
On his agent's advice, Troy asks Selma to marry him; she agrees.	Seguindo os conselhos do seu agente, Troy pede a Selma para casar com ele; ela aceita.
The night before the wedding, a drunk Troy tells Homer the reason for his marriage: he doesn't really love Selma, and he just plans to use her as a sham wife to help further his career.	Na noite antes do casamento, um Troy bêbedo conta a Homer a razão do seu casamento: ele não ama realmente Selma, e planeia apenas utilizá-la como uma esposa falsa para continuar a ajudar a sua carreira. 
Although Homer fails to act, Marge and Patty try to explain it to Selma, who accuses them of just being envious.	Embora Homer não tome medidas, Marge e Patty tentam explicá-lo a Selma, que as acusa de terem apenas inveja.
She confronts Troy, who shamelessly admits that their marriage is a sham but explains she has everything she could want and will be "the envy of every other sham wife in town".	Ela confronta Troy, que desavergonhadamente admite que o seu casamento é uma farsa, mas que explica que ela tem tudo o que poderia querer e que fará "a inveja de qualquer outra esposa falsa na cidade".
Selma has doubts, but accepts the situation because she fears being alone.	Selma hesita, mas aceita a situação por ter receio de ficar sozinha.
Parker thinks he can get Troy the part of McBain's sidekick in McBain IV: Fatal Discharge, but concludes he will have a better chance if he has a family.	Parker pensa que pode conseguir com que Troy fique com o papel de coadjuvante de McBain em McBain IV: Fatal Discharge, mas conclui que ele terá uma melhor oportunidade se tiver uma família.
Troy and Selma try to conceive a child, but neither feels comfortable with their situation, and Selma finally leaves after deciding that bringing a child into a loveless family is wrong.	Troy e Selma tentam conceber uma criança, mas nenhum dos dois se sente confortável com a situação, e Selma, finalmente, vai-se embora, após decidir que trazer uma criança para uma família sem amor é errado.
